accelX (mg),accelY (mg),accelZ (mg),gyroX (mdps),gyroY (mdps),gyroZ (mdps),pressure (mbar x100),temp (x100),time HHMMSSms ,lat (deg),lat (min),long (deg),long (min),alt (m x10),,
,,,,,,,,,,,,,,,
-60,972,6,-157,1443,673,93308,1317,22355660,53,624361,-111,-4224232,7067,,
,,,,,,,,,,,,,,,
-59,966,5,-341,1251,595,93326,1317,22355680,53,624362,-111,-4224232,7068,,
,,,,,,,,,,,,,,,
-57,968,5,-122,1531,577,93296,1317,22355700,53,624361,-111,-4224231,7068,,
,,,,,,,,,,,,,,,
-59,968,8,-306,1277,638,93310,1318,22355720,53,624361,-111,-4224231,7068,,
,,,,,,,,,,,,,,,
-60,969,5,-131,1347,446,93317,1319,22355760,53,624362,-111,-4224230,7068,,
,,,,,,,,,,,,,,,
-59,969,9,-315,1356,612,93305,1319,22355780,53,624362,-111,-4224230,7068,,
,,,,,,,,,,,,,,,
-57,968,2,-105,1356,577,93310,1320,22355800,53,624362,-111,-4224230,7068,,
,,,,,,,,,,,,,,,
-60,968,8,-157,1338,577,93312,1321,22355820,53,624363,-111,-4224231,7068,,
,,,,,,,,,,,,,,,
-58,966,2,-166,1513,682,93316,1321,22355860,53,624365,-111,-4224231,7068,,
,,,,,,,,,,,,,,,
-60,970,11,-192,1478,472,93316,1321,22355880,53,624365,-111,-4224231,7068,,
,,,,,,,,,,,,,,,
-58,968,3,-332,1400,560,93319,1323,22355900,53,624365,-111,-4224231,7068,,
,,,,,,,,,,,,,,,
-58,969,9,-105,1382,577,93315,1323,22355920,53,624365,-111,-4224230,7069,,
,,,,,,,,,,,,,,,
-57,968,4,-402,1207,603,93315,1324,22355960,53,624365,-111,-4224230,7068,,
,,,,,,,,,,,,,,,
-57,967,5,-52,1426,560,93305,1324,22355980,53,624366,-111,-4224230,7068,,
,,,,,,,,,,,,,,,
-61,969,7,-253,1356,647,93315,1324,22360000,53,624366,-111,-4224230,7068,,
,,,,,,,,,,,,,,,
-55,969,5,-78,1426,621,93308,1326,22360020,53,624366,-111,-4224230,7068,,
,,,,,,,,,,,,,,,
-60,964,10,-262,1426,586,93306,1325,22360060,53,624367,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-59,966,4,-253,1426,621,93316,1326,22360080,53,624369,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-57,969,8,-201,1435,612,93301,1327,22360100,53,624369,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-57,968,3,-245,1461,560,93306,1327,22360120,53,624369,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-58,968,8,-210,1426,603,93307,1327,22360160,53,624369,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-54,971,5,-210,1356,560,93328,1327,22360180,53,624370,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-60,964,7,-166,1470,595,93296,1328,22360200,53,624370,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-58,967,5,-323,1373,568,93304,1328,22360220,53,624372,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-60,968,5,-192,1373,577,93297,1329,22360260,53,624373,-111,-4224229,7068,,
,,,,,,,,,,,,,,,
-57,969,8,-323,1260,516,93315,1330,22360280,53,624373,-111,-4224227,7068,,
,,,,,,,,,,,,,,,
-57,967,4,-122,1435,595,93316,1330,22360300,53,624374,-111,-4224226,7068,,
,,,,,,,,,,,,,,,
-60,966,11,-192,1295,481,93317,1330,22360320,53,624374,-111,-4224226,7067,,
,,,,,,,,,,,,,,,
-60,969,3,-306,1408,595,93317,1330,22360360,53,624377,-111,-4224224,7067,,
,,,,,,,,,,,,,,,
-57,965,9,-236,1330,455,93312,1332,22360380,53,624377,-111,-4224223,7067,,
,,,,,,,,,,,,,,,
-59,969,5,-227,1391,603,93305,1333,22360400,53,624379,-111,-4224223,7067,,
,,,,,,,,,,,,,,,
-62,969,5,-131,1400,577,93296,1332,22360420,53,624380,-111,-4224223,7066,,
,,,,,,,,,,,,,,,
-58,966,5,-367,1321,577,93314,1333,22360460,53,624380,-111,-4224222,7066,,
,,,,,,,,,,,,,,,
-58,969,5,-131,1400,542,93306,1333,22360480,53,624381,-111,-4224221,7065,,
,,,,,,,,,,,,,,,
-57,967,7,-315,1461,612,93310,1333,22360500,53,624383,-111,-4224220,7065,,
,,,,,,,,,,,,,,,
-59,968,5,-175,1487,516,93309,1335,22360520,53,624384,-111,-4224220,7065,,
,,,,,,,,,,,,,,,
-58,969,7,-402,1408,577,93313,1335,22360560,53,624384,-111,-4224220,7065,,
,,,,,,,,,,,,,,,
-57,969,2,-236,1190,463,93315,1336,22360580,53,624384,-111,-4224220,7065,,
,,,,,,,,,,,,,,,
-56,964,9,-210,1356,533,93327,1335,22360600,53,624384,-111,-4224220,7065,,
,,,,,,,,,,,,,,,
-56,968,5,-253,1330,586,93306,1335,22360620,53,624384,-111,-4224219,7065,,
,,,,,,,,,,,,,,,
-57,969,10,-245,1496,490,93301,1337,22360660,53,624384,-111,-4224217,7064,,
,,,,,,,,,,,,,,,
-57,969,3,-236,1373,560,93311,1338,22360680,53,624384,-111,-4224215,7064,,
,,,,,,,,,,,,,,,
-56,968,8,-122,1470,612,93315,1338,22360700,53,624384,-111,-4224215,7064,,
,,,,,,,,,,,,,,,
-57,966,7,-306,1373,551,93312,1338,22360720,53,624384,-111,-4224215,7063,,
,,,,,,,,,,,,,,,
-61,968,5,-262,1408,525,93326,1339,22360760,53,624385,-111,-4224215,7063,,
,,,,,,,,,,,,,,,
-57,966,7,-358,1312,612,93319,1339,22360780,53,624387,-111,-4224213,7062,,
,,,,,,,,,,,,,,,
-60,967,5,-175,1452,612,93315,1339,22360800,53,624387,-111,-4224213,7062,,
,,,,,,,,,,,,,,,
-58,964,5,-201,1365,595,93303,1340,22360820,53,624387,-111,-4224212,7062,,
,,,,,,,,,,,,,,,
-57,969,3,-350,1295,586,93322,1342,22360860,53,624387,-111,-4224209,7061,,
,,,,,,,,,,,,,,,
-57,969,10,-166,1260,525,93312,1340,22360880,53,624387,-111,-4224208,7061,,
,,,,,,,,,,,,,,,
-57,968,5,-218,1400,577,93320,1343,22360900,53,624387,-111,-4224208,7060,,
,,,,,,,,,,,,,,,
-57,969,9,-113,1356,595,93317,1343,22360920,53,624387,-111,-4224207,7060,,
,,,,,,,,,,,,,,,
-57,967,5,-253,1382,516,93308,1343,22360960,53,624387,-111,-4224206,7059,,
,,,,,,,,,,,,,,,
-56,967,7,-218,1382,525,93308,1343,22360980,53,624387,-111,-4224205,7059,,
,,,,,,,,,,,,,,,
-58,964,7,-367,1373,516,93318,1344,22361000,53,624388,-111,-4224203,7058,,
,,,,,,,,,,,,,,,
-58,969,5,-166,1470,603,93311,1345,22361020,53,624390,-111,-4224202,7058,,
,,,,,,,,,,,,,,,
-57,969,7,-271,1251,586,93319,1345,22361060,53,624390,-111,-4224201,7057,,
,,,,,,,,,,,,,,,
-60,965,3,-175,1461,560,93304,1345,22361080,53,624391,-111,-4224200,7056,,
,,,,,,,,,,,,,,,
-59,969,8,-288,1443,568,93318,1346,22361100,53,624391,-111,-4224200,7056,,
,,,,,,,,,,,,,,,
-58,969,2,-166,1365,542,93311,1347,22361120,53,624391,-111,-4224199,7055,,
,,,,,,,,,,,,,,,
-59,969,6,-148,1338,516,93321,1348,22361160,53,624392,-111,-4224198,7054,,
,,,,,,,,,,,,,,,
-56,970,5,-280,1268,551,93316,1347,22361180,53,624392,-111,-4224198,7054,,
,,,,,,,,,,,,,,,
-60,970,10,-183,1443,586,93311,1349,22361200,53,624395,-111,-4224196,7054,,
,,,,,,,,,,,,,,,
-57,967,5,-411,1391,568,93317,1348,22361220,53,624395,-111,-4224195,7053,,
,,,,,,,,,,,,,,,
-59,967,5,-96,1566,516,93307,1349,22361260,53,624398,-111,-4224193,7052,,
,,,,,,,,,,,,,,,
-58,969,6,-367,1365,525,93312,1349,22361280,53,624398,-111,-4224193,7052,,
,,,,,,,,,,,,,,,
-59,964,5,-96,1461,621,93308,1349,22361300,53,624399,-111,-4224193,7051,,
,,,,,,,,,,,,,,,
-57,966,5,-358,1295,542,93318,1350,22361320,53,624399,-111,-4224192,7051,,
,,,,,,,,,,,,,,,
-61,966,4,-262,1365,472,93315,1351,22361360,53,624402,-111,-4224192,7050,,
,,,,,,,,,,,,,,,
-58,966,7,-236,1303,603,93315,1351,22361380,53,624402,-111,-4224192,7049,,
,,,,,,,,,,,,,,,
-54,967,4,-166,1356,551,93318,1352,22361400,53,624403,-111,-4224192,7049,,
,,,,,,,,,,,,,,,
-58,970,8,-43,1583,551,93309,1352,22361420,53,624405,-111,-4224192,7048,,
,,,,,,,,,,,,,,,
-57,966,5,-210,1295,542,93315,1353,22361460,53,624405,-111,-4224193,7047,,
,,,,,,,,,,,,,,,
-58,970,7,-61,1338,551,93311,1353,22361480,53,624406,-111,-4224192,7046,,
,,,,,,,,,,,,,,,
-57,969,3,-192,1373,551,93307,1353,22361500,53,624408,-111,-4224192,7046,,
,,,,,,,,,,,,,,,
-58,966,5,-192,1478,446,93313,1354,22361520,53,624408,-111,-4224192,7046,,
,,,,,,,,,,,,,,,
-57,966,7,-288,1373,577,93310,1354,22361560,53,624410,-111,-4224192,7045,,
,,,,,,,,,,,,,,,
-60,966,4,-280,1382,551,93305,1354,22361580,53,624410,-111,-4224192,7044,,
,,,,,,,,,,,,,,,
-60,966,10,-201,1321,533,93304,1355,22361600,53,624410,-111,-4224192,7044,,
,,,,,,,,,,,,,,,
-59,966,5,-236,1461,577,93321,1356,22361620,53,624412,-111,-4224191,7043,,
,,,,,,,,,,,,,,,
-58,967,8,-245,1338,560,93307,1355,22361660,53,624412,-111,-4224192,7043,,
,,,,,,,,,,,,,,,
-60,966,4,-262,1356,603,93319,1357,22361680,53,624413,-111,-4224192,7042,,
,,,,,,,,,,,,,,,
-58,969,6,-131,1513,630,93311,1357,22361700,53,624413,-111,-4224192,7042,,
,,,,,,,,,,,,,,,
-57,966,4,-183,1347,603,93313,1358,22361720,53,624413,-111,-4224193,7042,,
,,,,,,,,,,,,,,,
-57,969,7,-236,1478,463,93307,1357,22361760,53,624413,-111,-4224193,7041,,
,,,,,,,,,,,,,,,
-59,966,5,-271,1382,586,93303,1359,22361780,53,624413,-111,-4224193,7041,,
,,,,,,,,,,,,,,,
-59,968,7,-105,1443,498,93301,1358,22361800,53,624413,-111,-4224193,7040,,
,,,,,,,,,,,,,,,
-58,964,7,-280,1505,498,93308,1359,22361820,53,624413,-111,-4224193,7040,,
,,,,,,,,,,,,,,,
-57,971,4,-183,1470,533,93319,1359,22361860,53,624415,-111,-4224193,7039,,
,,,,,,,,,,,,,,,
-60,966,7,-218,1461,551,93317,1360,22361880,53,624416,-111,-4224193,7039,,
,,,,,,,,,,,,,,,
-57,969,4,-297,1382,542,93304,1360,22361900,53,624415,-111,-4224193,7038,,
,,,,,,,,,,,,,,,
-57,967,5,-201,1382,630,93310,1361,22361920,53,624416,-111,-4224194,7038,,
,,,,,,,,,,,,,,,
-59,968,4,-280,1487,542,93325,1362,22361960,53,624416,-111,-4224194,7037,,
,,,,,,,,,,,,,,,
-59,967,5,-122,1330,568,93313,1363,22361980,53,624416,-111,-4224195,7037,,
,,,,,,,,,,,,,,,
-56,967,5,-341,1338,551,93305,1363,22362000,53,624416,-111,-4224195,7036,,
,,,,,,,,,,,,,,,
-54,969,8,-78,1426,560,93300,1363,22362020,53,624416,-111,-4224195,7036,,
,,,,,,,,,,,,,,,
-57,968,6,-350,1303,551,93317,1363,22362060,53,624416,-111,-4224195,7035,,
,,,,,,,,,,,,,,,
-54,969,6,-148,1251,402,93308,1365,22362080,53,624416,-111,-4224196,7035,,
,,,,,,,,,,,,,,,
-57,967,5,-393,1443,533,93313,1365,22362100,53,624416,-111,-4224198,7035,,
,,,,,,,,,,,,,,,
-57,966,3,-148,1382,498,93307,1366,22362120,53,624416,-111,-4224198,7035,,
,,,,,,,,,,,,,,,
-60,968,8,-262,1400,533,93316,1366,22362160,53,624416,-111,-4224198,7034,,
,,,,,,,,,,,,,,,
-58,968,3,-175,1365,551,93312,1366,22362180,53,624416,-111,-4224198,7033,,
,,,,,,,,,,,,,,,
-59,966,8,-131,1470,568,93317,1367,22362200,53,624416,-111,-4224199,7033,,
,,,,,,,,,,,,,,,
-59,970,2,-332,1417,603,93317,1367,22362220,53,624416,-111,-4224199,7033,,
,,,,,,,,,,,,,,,
-57,966,8,-192,1452,595,93318,1367,22362260,53,624416,-111,-4224200,7032,,
,,,,,,,,,,,,,,,
-57,966,5,-306,1321,568,93315,1368,22362280,53,624416,-111,-4224200,7032,,
,,,,,,,,,,,,,,,
-58,965,7,-131,1373,577,93312,1368,22362300,53,624417,-111,-4224200,7031,,
,,,,,,,,,,,,,,,
-58,967,6,-271,1382,551,93308,1368,22362320,53,624419,-111,-4224200,7031,,
,,,,,,,,,,,,,,,
-57,965,5,-105,1548,568,93310,1370,22362360,53,624420,-111,-4224202,7030,,
,,,,,,,,,,,,,,,
-60,968,8,-78,1443,516,93311,1370,22362380,53,624420,-111,-4224201,7030,,
,,,,,,,,,,,,,,,
-56,968,3,-236,1443,525,93306,1370,22362400,53,624420,-111,-4224201,7029,,
,,,,,,,,,,,,,,,
-56,969,9,-157,1470,630,93309,1371,22362420,53,624421,-111,-4224201,7028,,
,,,,,,,,,,,,,,,
-58,966,5,-131,1513,586,93321,1371,22362460,53,624421,-111,-4224200,7027,,
,,,,,,,,,,,,,,,
-60,968,6,-227,1426,586,93305,1371,22362480,53,624421,-111,-4224202,7027,,
,,,,,,,,,,,,,,,
-57,971,3,-183,1505,586,93316,1372,22362500,53,624421,-111,-4224203,7026,,
,,,,,,,,,,,,,,,
-60,968,5,-175,1487,525,93311,1372,22362520,53,624421,-111,-4224203,7026,,
,,,,,,,,,,,,,,,
-58,969,8,-236,1470,498,93308,1373,22362560,53,624423,-111,-4224206,7025,,
,,,,,,,,,,,,,,,
-57,968,6,-175,1478,612,93317,1373,22362580,53,624423,-111,-4224207,7024,,
,,,,,,,,,,,,,,,
-60,966,5,-236,1330,612,93310,1374,22362600,53,624426,-111,-4224207,7024,,
,,,,,,,,,,,,,,,
-56,966,5,-183,1321,525,93307,1374,22362620,53,624424,-111,-4224207,7023,,
,,,,,,,,,,,,,,,
-57,969,8,-358,1295,612,93298,1374,22362660,53,624424,-111,-4224207,7021,,
,,,,,,,,,,,,,,,
-58,966,5,-306,1365,586,93308,1375,22362680,53,624426,-111,-4224207,7021,,
,,,,,,,,,,,,,,,
-62,967,10,-122,1408,455,93310,1376,22362700,53,624427,-111,-4224208,7021,,
,,,,,,,,,,,,,,,
-57,969,2,-166,1452,551,93323,1376,22362720,53,624427,-111,-4224208,7020,,
,,,,,,,,,,,,,,,
-57,966,7,-148,1566,551,93304,1377,22362760,53,624428,-111,-4224212,7020,,
,,,,,,,,,,,,,,,
-55,969,5,-218,1408,665,93300,1377,22362780,53,624430,-111,-4224213,7019,,
,,,,,,,,,,,,,,,
-63,966,8,-166,1435,516,93312,1377,22362800,53,624430,-111,-4224212,7019,,
,,,,,,,,,,,,,,,
-59,969,5,-201,1268,507,93310,1378,22362820,53,624430,-111,-4224213,7018,,
,,,,,,,,,,,,,,,
-58,967,5,-166,1513,586,93313,1377,22362860,53,624430,-111,-4224214,7017,,
,,,,,,,,,,,,,,,
-57,965,8,-140,1391,533,93312,1379,22362880,53,624428,-111,-4224215,7017,,
,,,,,,,,,,,,,,,
-55,966,5,-315,1330,603,93316,1379,22362900,53,624428,-111,-4224216,7017,,
,,,,,,,,,,,,,,,
-59,970,8,-78,1382,507,93318,1380,22362920,53,624430,-111,-4224217,7017,,
,,,,,,,,,,,,,,,
-58,969,2,-245,1548,533,93301,1380,22362960,53,624431,-111,-4224219,7016,,
,,,,,,,,,,,,,,,
-55,967,5,-262,1461,612,93319,1380,22362980,53,624431,-111,-4224220,7015,,
,,,,,,,,,,,,,,,
-56,966,6,-262,1382,525,93306,1380,22363000,53,624431,-111,-4224221,7015,,
,,,,,,,,,,,,,,,
-57,965,7,-253,1356,463,93326,1381,22363020,53,624433,-111,-4224221,7014,,
,,,,,,,,,,,,,,,
-56,971,5,-227,1391,595,93307,1383,22363060,53,624434,-111,-4224222,7014,,
,,,,,,,,,,,,,,,
-57,969,8,-70,1566,551,93307,1383,22363080,53,624434,-111,-4224222,7014,,
,,,,,,,,,,,,,,,
-57,965,4,-148,1452,630,93302,1383,22363100,53,624434,-111,-4224222,7013,,
,,,,,,,,,,,,,,,
-59,967,4,-166,1566,595,93318,1385,22363120,53,624434,-111,-4224222,7013,,
,,,,,,,,,,,,,,,
-57,966,9,-35,1356,577,93313,1384,22363160,53,624434,-111,-4224223,7012,,
,,,,,,,,,,,,,,,
-58,967,5,-227,1557,560,93309,1385,22363180,53,624434,-111,-4224226,7012,,
,,,,,,,,,,,,,,,
-57,966,5,-245,1645,490,93315,1385,22363200,53,624434,-111,-4224226,7012,,
,,,,,,,,,,,,,,,
-56,966,5,-122,1470,586,93312,1386,22363220,53,624434,-111,-4224227,7012,,
,,,,,,,,,,,,,,,
-59,966,8,-157,1592,638,93308,1386,22363260,53,624434,-111,-4224229,7012,,
,,,,,,,,,,,,,,,
-59,969,6,-245,1557,498,93309,1387,22363280,53,624434,-111,-4224229,7012,,
,,,,,,,,,,,,,,,
-57,969,7,-332,1671,577,93311,1388,22363300,53,624434,-111,-4224230,7011,,
,,,,,,,,,,,,,,,
-56,969,6,-297,1373,656,93324,1388,22363320,53,624434,-111,-4224231,7011,,
,,,,,,,,,,,,,,,
-61,965,5,-61,1426,568,93304,1388,22363360,53,624434,-111,-4224234,7011,,
,,,,,,,,,,,,,,,
-59,966,6,-210,1391,560,93308,1388,22363380,53,624433,-111,-4224234,7011,,
,,,,,,,,,,,,,,,
-57,968,3,-122,1400,533,93314,1389,22363400,53,624431,-111,-4224235,7011,,
,,,,,,,,,,,,,,,
-57,968,8,-245,1470,638,93311,1390,22363420,53,624431,-111,-4224236,7011,,
,,,,,,,,,,,,,,,
-59,964,5,-148,1478,525,93306,1389,22363460,53,624433,-111,-4224236,7011,,
,,,,,,,,,,,,,,,
-60,966,7,-201,1470,551,93317,1391,22363480,53,624431,-111,-4224237,7010,,
,,,,,,,,,,,,,,,
-57,967,4,-175,1452,551,93310,1391,22363500,53,624431,-111,-4224238,7010,,
,,,,,,,,,,,,,,,
-59,968,5,-323,1548,647,93314,1391,22363520,53,624431,-111,-4224238,7010,,
,,,,,,,,,,,,,,,
-60,964,8,-271,1610,507,93311,1391,22363580,53,624431,-111,-4224241,7010,,
,,,,,,,,,,,,,,,
-60,969,4,-210,1487,542,93299,1392,22363600,53,624431,-111,-4224241,7009,,
,,,,,,,,,,,,,,,
-58,968,8,-96,1478,551,93314,1393,22363620,53,624431,-111,-4224242,7009,,
,,,,,,,,,,,,,,,
-56,966,5,-131,1505,621,93318,1393,22363660,53,624431,-111,-4224243,7009,,
,,,,,,,,,,,,,,,
-58,966,5,-236,1435,638,93318,1393,22363680,53,624431,-111,-4224243,7009,,
,,,,,,,,,,,,,,,
-57,965,5,-183,1505,612,93319,1394,22363700,53,624431,-111,-4224243,7008,,
,,,,,,,,,,,,,,,
-58,965,6,-218,1583,630,93312,1394,22363720,53,624431,-111,-4224243,7008,,
,,,,,,,,,,,,,,,
-58,964,5,-253,1435,507,93323,1395,22363760,53,624430,-111,-4224244,7007,,
,,,,,,,,,,,,,,,
-57,969,4,-236,1391,586,93311,1396,22363780,53,624430,-111,-4224244,7007,,
,,,,,,,,,,,,,,,
-58,968,6,-140,1505,551,93314,1395,22363800,53,624427,-111,-4224244,7007,,
,,,,,,,,,,,,,,,
-57,969,4,-166,1470,568,93309,1397,22363820,53,624427,-111,-4224245,7007,,
,,,,,,,,,,,,,,,
-59,967,5,-253,1505,533,93304,1396,22363860,53,624426,-111,-4224246,7006,,
,,,,,,,,,,,,,,,
-60,969,5,-245,1487,612,93319,1397,22363880,53,624424,-111,-4224246,7006,,
,,,,,,,,,,,,,,,
-57,966,7,-210,1470,568,93315,1397,22363900,53,624424,-111,-4224246,7006,,
,,,,,,,,,,,,,,,
-57,967,4,-122,1610,516,93311,1398,22363920,53,624423,-111,-4224246,7006,,
,,,,,,,,,,,,,,,
-57,969,5,-218,1540,490,93305,1399,22363960,53,624423,-111,-4224246,7005,,
,,,,,,,,,,,,,,,
-57,969,4,-288,1566,481,93309,1399,22363980,53,624421,-111,-4224246,7005,,
,,,,,,,,,,,,,,,
-55,968,6,-210,1470,551,93305,1399,22364000,53,624421,-111,-4224246,7005,,
,,,,,,,,,,,,,,,
-60,971,8,-166,1618,621,93315,1400,22364020,53,624420,-111,-4224248,7005,,
,,,,,,,,,,,,,,,
-55,968,4,-140,1443,621,93316,1400,22364060,53,624420,-111,-4224246,7004,,
,,,,,,,,,,,,,,,
-57,969,6,-166,1522,586,93304,1400,22364080,53,624419,-111,-4224246,7004,,
,,,,,,,,,,,,,,,
-60,966,5,-280,1531,603,93318,1401,22364100,53,624417,-111,-4224248,7004,,
,,,,,,,,,,,,,,,
-57,965,8,-236,1461,498,93306,1401,22364120,53,624417,-111,-4224249,7004,,
,,,,,,,,,,,,,,,
-59,970,5,-218,1365,481,93312,1402,22364160,53,624417,-111,-4224250,7004,,
,,,,,,,,,,,,,,,
-55,967,12,-210,1636,603,93315,1402,22364180,53,624417,-111,-4224251,7004,,
,,,,,,,,,,,,,,,
-60,970,4,-297,1540,595,93317,1403,22364200,53,624416,-111,-4224251,7003,,
,,,,,,,,,,,,,,,
-59,972,4,-140,1470,665,93317,1403,22364220,53,624416,-111,-4224251,7003,,
,,,,,,,,,,,,,,,
-58,967,5,-175,1365,647,93311,1405,22364260,53,624413,-111,-4224252,7003,,
,,,,,,,,,,,,,,,
-58,966,6,-271,1365,595,93298,1404,22364280,53,624413,-111,-4224253,7003,,
,,,,,,,,,,,,,,,
-57,969,7,-236,1566,621,93305,1406,22364300,53,624413,-111,-4224253,7003,,
,,,,,,,,,,,,,,,
-60,967,6,-306,1207,463,93304,1405,22364320,53,624412,-111,-4224255,7003,,
,,,,,,,,,,,,,,,
-58,966,9,-61,1505,595,93305,1406,22364360,53,624409,-111,-4224255,7002,,
,,,,,,,,,,,,,,,
-58,964,4,-166,1478,533,93315,1407,22364380,53,624409,-111,-4224256,7002,,
,,,,,,,,,,,,,,,
-58,967,4,-148,1356,542,93302,1407,22364400,53,624409,-111,-4224256,7002,,
,,,,,,,,,,,,,,,
-58,969,4,-43,1295,463,93314,1408,22364420,53,624409,-111,-4224257,7002,,
,,,,,,,,,,,,,,,
-60,968,10,-192,1531,551,93304,1407,22364460,53,624408,-111,-4224257,7002,,
,,,,,,,,,,,,,,,
-55,967,7,-210,1400,507,93322,1408,22364480,53,624406,-111,-4224257,7002,,
,,,,,,,,,,,,,,,
-58,971,5,-236,1496,525,93319,1409,22364500,53,624406,-111,-4224258,7001,,
,,,,,,,,,,,,,,,
-59,969,7,-148,1312,542,93308,1410,22364520,53,624405,-111,-4224258,7001,,
,,,,,,,,,,,,,,,
-57,967,5,-175,1505,630,93305,1410,22364560,53,624403,-111,-4224260,7001,,
,,,,,,,,,,,,,,,
-57,969,5,-245,1461,507,93313,1410,22364580,53,624403,-111,-4224260,7001,,
,,,,,,,,,,,,,,,
-57,967,6,-192,1522,577,93323,1411,22364600,53,624403,-111,-4224262,7001,,
,,,,,,,,,,,,,,,
-59,967,8,-245,1417,647,93312,1411,22364620,53,624403,-111,-4224264,7001,,
,,,,,,,,,,,,,,,
-51,966,4,-175,1461,507,93313,1412,22364660,53,624402,-111,-4224265,7001,,
,,,,,,,,,,,,,,,
-56,966,5,-236,1417,542,93305,1412,22364680,53,624402,-111,-4224265,7001,,
,,,,,,,,,,,,,,,
-57,966,4,-210,1312,516,93313,1412,22364700,53,624402,-111,-4224265,7001,,
,,,,,,,,,,,,,,,
-54,969,5,-183,1478,507,93315,1413,22364720,53,624401,-111,-4224265,7001,,
,,,,,,,,,,,,,,,
-54,969,4,-131,1426,603,93302,1413,22364760,53,624398,-111,-4224265,7000,,
,,,,,,,,,,,,,,,
-54,966,8,-157,1548,463,93319,1413,22364780,53,624398,-111,-4224266,7000,,
,,,,,,,,,,,,,,,
-60,968,8,-166,1548,568,93310,1415,22364800,53,624397,-111,-4224266,7000,,
,,,,,,,,,,,,,,,
-57,968,7,-175,1426,568,93316,1413,22364820,53,624397,-111,-4224265,7000,,
,,,,,,,,,,,,,,,
-55,969,6,-227,1443,455,93303,1415,22364860,53,624395,-111,-4224266,6999,,
,,,,,,,,,,,,,,,
-59,969,4,-288,1365,542,93308,1416,22364880,53,624394,-111,-4224265,6999,,
,,,,,,,,,,,,,,,
-55,966,9,-218,1330,560,93300,1416,22364900,53,624394,-111,-4224265,6999,,
,,,,,,,,,,,,,,,
-58,964,5,-87,1513,446,93294,1417,22364920,53,624394,-111,-4224265,6998,,
,,,,,,,,,,,,,,,
-57,970,7,-280,1601,533,93325,1418,22364960,53,624392,-111,-4224265,6998,,
,,,,,,,,,,,,,,,
-57,968,7,-192,1426,507,93311,1417,22364980,53,624391,-111,-4224266,6998,,
,,,,,,,,,,,,,,,
-57,967,5,-297,1356,516,93321,1418,22365000,53,624391,-111,-4224265,6997,,
,,,,,,,,,,,,,,,
-59,965,5,-192,1426,498,93317,1418,22365020,53,624390,-111,-4224265,6997,,
,,,,,,,,,,,,,,,
-54,970,7,-210,1461,577,93307,1419,22365060,53,624387,-111,-4224264,6997,,
,,,,,,,,,,,,,,,
-61,968,2,-253,1391,551,93324,1419,22365080,53,624385,-111,-4224264,6996,,
,,,,,,,,,,,,,,,
-60,968,4,-236,1382,612,93307,1419,22365100,53,624384,-111,-4224264,6996,,
,,,,,,,,,,,,,,,
-54,969,4,-157,1373,507,93323,1419,22365120,53,624383,-111,-4224263,6996,,
,,,,,,,,,,,,,,,
-57,966,7,-148,1417,525,93312,1419,22365160,53,624380,-111,-4224262,6996,,
,,,,,,,,,,,,,,,
-62,969,6,-280,1391,638,93318,1420,22365180,53,624379,-111,-4224262,6995,,
,,,,,,,,,,,,,,,
-60,966,3,-175,1365,463,93310,1421,22365200,53,624377,-111,-4224262,6995,,
,,,,,,,,,,,,,,,
-56,969,9,-315,1365,516,93303,1421,22365220,53,624377,-111,-4224262,6995,,
,,,,,,,,,,,,,,,
-60,970,2,-157,1470,673,93312,1422,22365260,53,624377,-111,-4224263,6995,,
,,,,,,,,,,,,,,,
-64,969,8,-288,1636,586,93312,1422,22365280,53,624376,-111,-4224262,6995,,
,,,,,,,,,,,,,,,
-54,968,5,-385,1321,551,93313,1422,22365300,53,624376,-111,-4224263,6996,,
,,,,,,,,,,,,,,,
-58,971,7,-210,1487,498,93319,1423,22365320,53,624376,-111,-4224264,6996,,
,,,,,,,,,,,,,,,
-62,969,4,-306,1478,525,93324,1423,22365360,53,624374,-111,-4224264,6996,,
,,,,,,,,,,,,,,,
-57,967,8,-105,1575,586,93301,1425,22365380,53,624374,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-58,969,8,-341,1312,472,93309,1424,22365400,53,624374,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-60,968,4,-227,1461,542,93307,1427,22365420,53,624373,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-60,967,8,-227,1513,533,93311,1425,22365460,53,624373,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-54,966,5,-131,1583,577,93321,1427,22365480,53,624372,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-61,968,10,-192,1400,595,93313,1427,22365500,53,624370,-111,-4224265,6996,,
,,,,,,,,,,,,,,,
-57,964,2,-122,1461,533,93317,1427,22365520,53,624370,-111,-4224264,6996,,
,,,,,,,,,,,,,,,
